page_id,text,label,Pattern Category,source_dataset
SYN_SOC_0195,A top pick among recent visitors. Online only. Visitors are engaging with this product right now.,1,Social Proof,synthetic
SYN_URG_0216,Act now to keep your discount active. Shop winter jacket now. Secure yours before it disappears.,1,Urgency,synthetic
SYN_URG_0415,Complete your order in the next 30 minutes to keep this deal. Offer subject to availability.,1,Urgency,synthetic
SYN_SOC_0460,60 people added this item to cart today. Available in electronics. Interest around this item is rising.,1,Social Proof,synthetic
SYN_URG_0101,Complete your order in the next 45 minutes to keep this deal. Available in electronics. A quick decision could save you money.,1,Urgency,synthetic
SYN_SOC_0367,45 people added this item to cart today. Online only. People are paying attention to this item.,1,Social Proof,synthetic
SYN_URG_0245,This special price ends in 5 hours. Terms apply. This could be your best offer today.,1,Urgency,synthetic
SYN_URG_0102,Your reserved price expires in 45 minutes. Terms apply.,1,Urgency,synthetic
SYN_NOT_0324,View shipping policy. Offer subject to availability. Transparent store information.,0,Not Dark Pattern,synthetic
SYN_MIS_0109,"No, I don't want to claim this deal. Online only. The reject path is framed in a guilt-inducing way.",1,Misdirection,synthetic
SYN_SCA_0150,Inventory is running low on this item. Available in accessories. It may not be available later today.,1,Scarcity,synthetic
SYN_SOC_0381,Frequently bought by customers browsing this category. Offer subject to availability. Interest around this item is rising.,1,Social Proof,synthetic
SYN_URG_0008,Last chance to unlock this offer before midnight. Terms apply. Don't miss out.,1,Urgency,synthetic
SYN_SCA_0464,Only 25 left in stock. Terms apply. Popular sizes are disappearing fast.,1,Scarcity,synthetic
SYN_SCA_0495,"Low stock alert: just 1 items remain. Shop sneakers now. If you wait, stock may run out.",1,Scarcity,synthetic
SYN_SOC_0062,Frequently bought by customers browsing this category. Available in office. Shoppers seem excited about this one.,1,Social Proof,synthetic
SYN_SOC_0422,Best-selling item in its collection. Terms apply. Visitors are engaging with this product right now.,1,Social Proof,synthetic
SYN_SOC_0415,Many shoppers are checking out this item today. Online only. Visitors are engaging with this product right now.,1,Social Proof,synthetic
SYN_NOT_0097,Browse related products. Shop water bottle now. Neutral product information for shoppers.,0,Not Dark Pattern,synthetic
SYN_NOT_0169,Check delivery options. Terms apply. Transparent store information.,0,Not Dark Pattern,synthetic
SYN_MIS_0068,"No, I don't want to claim this deal. Shop wireless earbuds now. The safer choice is visually downplayed here.",1,Misdirection,synthetic
SYN_SCA_0371,Only a handful remain in stock. Shop phone case now. It may not be available later today.,1,Scarcity,synthetic
SYN_MIS_0193,Ignore the bundle and keep fewer benefits. Offer subject to availability. The negative option is worded to discourage decline.,1,Misdirection,synthetic
SYN_SCA_0360,Only 25 left in stock. Available in electronics. This item is close to selling out.,1,Scarcity,synthetic
SYN_SOC_0350,Many shoppers are checking out this item today. Online only. Shoppers seem excited about this one.,1,Social Proof,synthetic
SYN_SOC_0215,30 people added this item to cart today. Terms apply. It is drawing strong customer interest.,1,Social Proof,synthetic
SYN_URG_0450,Your reserved price expires in 30 minutes. Shop wireless earbuds now. Waiting may cost you this price.,1,Urgency,synthetic
SYN_MIS_0363,Continue without savings. Available in office. The safer choice is visually downplayed here.,1,Misdirection,synthetic
SYN_URG_0448,Hurry — this promotion closes in 12 hours. Offer subject to availability. Waiting may cost you this price.,1,Urgency,synthetic
SYN_SOC_0107,Best-selling item in its collection. Online only. It is drawing strong customer interest.,1,Social Proof,synthetic
SYN_SOC_0032,A top pick among recent visitors. Shop backpack now. People are paying attention to this item.,1,Social Proof,synthetic
SYN_MIS_0415,"No, I don't want to claim this deal. Online only. The negative option is worded to discourage decline.",1,Misdirection,synthetic
SYN_SCA_0197,Only a handful remain in stock. Offer subject to availability.,1,Scarcity,synthetic
SYN_SOC_0491,This product is getting a lot of attention right now. Shop wireless earbuds now. Interest around this item is rising.,1,Social Proof,synthetic
SYN_MIS_0335,Leave this page without unlocking extra value. Available in home. This option makes the lower-value path easier to click by mistake.,1,Misdirection,synthetic
SYN_MIS_0007,Proceed without applying the available coupon. Available in electronics. The interface makes opting out feel costly.,1,Misdirection,synthetic
SYN_SOC_0127,Popular choice this week. Shop skin serum now. It is drawing strong customer interest.,1,Social Proof,synthetic
SYN_NOT_0417,See product specifications. Available in home.,0,Not Dark Pattern,synthetic
SYN_NOT_0490,Read our returns information. Available in office. Clear information with no pressure language.,0,Not Dark Pattern,synthetic
SYN_SOC_0018,Best-selling item in its collection. Online only. People are paying attention to this item.,1,Social Proof,synthetic
SYN_NOT_0475,Open the size guide. Shop hoodie now. This is a straightforward navigation prompt.,0,Not Dark Pattern,synthetic
SYN_SOC_0037,Best-selling item in its collection. Terms apply. Interest around this item is rising.,1,Social Proof,synthetic
SYN_MIS_0200,Continue without savings. Available in electronics. The safer choice is visually downplayed here.,1,Misdirection,synthetic
SYN_NOT_0044,See product specifications. Available in home. Neutral product information for shoppers.,0,Not Dark Pattern,synthetic
SYN_SCA_0478,Selling fast — only 3 units available. Offer subject to availability. This item is close to selling out.,1,Scarcity,synthetic
SYN_NOT_0055,Filter by color and size. Shop gaming mouse now. Transparent store information.,0,Not Dark Pattern,synthetic
SYN_SCA_0287,"Almost gone: limited inventory remaining. Online only. If you wait, stock may run out.",1,Scarcity,synthetic
SYN_SOC_0323,One of the most viewed products right now. Available in beauty. Interest around this item is rising.,1,Social Proof,synthetic
SYN_NOT_0078,Read care instructions. Shop winter jacket now.,0,Not Dark Pattern,synthetic
SYN_NOT_0448,Add item to wishlist. Transparent store information.,0,Not Dark Pattern,synthetic
SYN_URG_0079,Final hours to claim 10% off selected items. Available in home. Waiting may cost you this price.,1,Urgency,synthetic
SYN_SOC_0341,Many shoppers are checking out this item today. Available in fashion. People are paying attention to this item.,1,Social Proof,synthetic
SYN_SOC_0418,2 people added this item to cart today. Shop gaming mouse now. Shoppers seem excited about this one.,1,Social Proof,synthetic
SYN_URG_0444,Last chance to unlock this offer before midnight. Offer subject to availability. Don't miss out.,1,Urgency,synthetic
SYN_MIS_0174,Leave this page without unlocking extra value. This option makes the lower-value path easier to click by mistake.,1,Misdirection,synthetic
SYN_SOC_0230,Popular choice this week. Terms apply. It is drawing strong customer interest.,1,Social Proof,synthetic
SYN_SCA_0348,Stock is nearly sold out. Online only.,1,Scarcity,synthetic
SYN_SOC_0248,This product is getting a lot of attention right now. Visitors are engaging with this product right now.,1,Social Proof,synthetic
SYN_SOC_0029,Trending now with online shoppers. Available in sports.,1,Social Proof,synthetic
SYN_MIS_0264,I do not want the better offer. Online only. The safer choice is visually downplayed here.,1,Misdirection,synthetic
SYN_URG_0223,Final hours to claim 10% off selected items. Terms apply. Secure yours before it disappears.,1,Urgency,synthetic
SYN_SCA_0108,Only 15 available in your selected size. It may not be available later today.,1,Scarcity,synthetic
SYN_URG_0345,Final hours to claim 30% off selected items. Online only. A quick decision could save you money.,1,Urgency,synthetic
SYN_NOT_0068,Check delivery options. Terms apply.,0,Not Dark Pattern,synthetic
SYN_MIS_0379,Ignore the bundle and keep fewer benefits. This option makes the lower-value path easier to click by mistake.,1,Misdirection,synthetic
SYN_MIS_0230,Leave this page without unlocking extra value. Offer subject to availability.,1,Misdirection,synthetic
SYN_NOT_0367,Read care instructions. Shop skin serum now. Helpful guidance for the customer journey.,0,Not Dark Pattern,synthetic
SYN_NOT_0060,Filter by color and size. Online only. Clear information with no pressure language.,0,Not Dark Pattern,synthetic
SYN_MIS_0237,Continue without protection or savings. Online only. This option makes the lower-value path easier to click by mistake.,1,Misdirection,synthetic
SYN_MIS_0436,Proceed without applying the available coupon. Offer subject to availability. The interface makes opting out feel costly.,1,Misdirection,synthetic
SYN_MIS_0312,Continue without savings. Shop coffee maker now. The interface makes opting out feel costly.,1,Misdirection,synthetic
SYN_URG_0475,Your reserved price expires in 5 minutes. Available in electronics. A quick decision could save you money.,1,Urgency,synthetic
SYN_NOT_0251,Read care instructions. Shop running shoes now. This is a straightforward navigation prompt.,0,Not Dark Pattern,synthetic
SYN_SCA_0256,Selling fast — only 12 units available. Terms apply. It may not be available later today.,1,Scarcity,synthetic
SYN_MIS_0188,I do not want the better offer. Available in accessories. This option makes the lower-value path easier to click by mistake.,1,Misdirection,synthetic
SYN_URG_0191,Your reserved price expires in 25 minutes. Shop phone case now. A quick decision could save you money.,1,Urgency,synthetic
SYN_SCA_0377,Only 10 available in your selected size. Available in fashion. This item is close to selling out.,1,Scarcity,synthetic
SYN_NOT_0343,Read our returns information. Online only. Transparent store information.,0,Not Dark Pattern,synthetic
SYN_URG_0287,Hurry — this promotion closes in 12 hours. Terms apply. Secure yours before it disappears.,1,Urgency,synthetic
SYN_URG_0231,Final hours to claim 30% off selected items. Shop skin serum now. A quick decision could save you money.,1,Urgency,synthetic
SYN_SOC_0244,Frequently bought by customers browsing this category. Available in home. It is drawing strong customer interest.,1,Social Proof,synthetic
SYN_SCA_0048,Low stock alert: just 60 items remain. Terms apply. Popular sizes are disappearing fast.,1,Scarcity,synthetic
SYN_SOC_0092,Popular choice this week. Offer subject to availability. People are paying attention to this item.,1,Social Proof,synthetic
SYN_SOC_0070,Frequently bought by customers browsing this category. Shop sneakers now.,1,Social Proof,synthetic
SYN_MIS_0130,Ignore the bundle and keep fewer benefits. Shop skin serum now. This option makes the lower-value path easier to click by mistake.,1,Misdirection,synthetic
SYN_NOT_0072,See product specifications. Available in beauty. This is a straightforward navigation prompt.,0,Not Dark Pattern,synthetic
SYN_URG_0334,Final hours to claim 15% off selected items. Terms apply. This could be your best offer today.,1,Urgency,synthetic
SYN_SOC_0383,10 shoppers viewed this item in the last hour. Online only. Visitors are engaging with this product right now.,1,Social Proof,synthetic
SYN_MIS_0093,"No, I don't want to claim this deal. The reject path is framed in a guilt-inducing way.",1,Misdirection,synthetic
SYN_MIS_0039,Leave this page without unlocking extra value. Available in electronics. The interface makes opting out feel costly.,1,Misdirection,synthetic
SYN_URG_0474,Checkout now to avoid missing today's offer. Available in fashion. This could be your best offer today.,1,Urgency,synthetic
SYN_NOT_0330,View shipping policy. Terms apply. Neutral product information for shoppers.,0,Not Dark Pattern,synthetic
SYN_NOT_0429,See product specifications. Shop notebook now. Transparent store information.,0,Not Dark Pattern,synthetic
SYN_NOT_0395,Read our returns information. Shop phone case now. Transparent store information.,0,Not Dark Pattern,synthetic
SYN_NOT_0041,Contact customer support. Available in sports. Neutral product information for shoppers.,0,Not Dark Pattern,synthetic
